"","species","Ocean basin","Zooxanthellate","Growth form typical","Substrate attachment","Coloniality","Corallite width maximum","Mode of larval development","Sexual system","Colony maximum diameter","Growth rate","Symbiodinium sp. in propagules","Oocyte size at maturity","Skeletal density","Symbiodinium density","Calcification rate","Phosphorus concentration","Nitrogen concentration","Polyps per area","RNA:DNA ratio","Chlorophyll a","Total biomass","Protein biomass","Dark respiration","Polyp fecundity","Gross photosynthesis","Colony area","Lipid content","Size at maturity","Colony shape factor","Generation time","Age at maturity","Propagule size on release","Eggs per area","Mature egg diameter","Egg size","Ratio of female to male gonads","Abundance GBR","Water clarity preference","Species age phylogeny","Genus fossil age","Range size"
"463","Lobophyllia serrata","pacific","zooxanthellate","massive","attached","colonial",40.2,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.902363756284372,53.5175,7898735.668
"464","Madracis asanoi","pacific","both","branching_closed","attached","colonial",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.622994684391171,70.72,1702813.3027
"465","Madracis asperula","atlantic","azooxanthellate","branching_closed","attached","colonial",2.1,NA,NA,NA,16.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.622994684391171,70.72,8239586.702
"466","Madracis decactis","atlantic","zooxanthellate","digitate","attached","colonial",2.2,NA,"hermaphrodite",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",0.609588672802197,70.72,5919754.935
"467","Madracis formosa","atlantic","zooxanthellate","columnar","attached","colonial",1.6,"brooder","hermaphrodite",10.23,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",6.88667262219681,70.72,3797767.932
"468","Madracis kirbyi","pacific","zooxanthellate","digitate","attached","colonial",2.6,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","turbid",0.609588672802197,70.72,37654678.395
"469","Madracis mirabilis","atlantic","zooxanthellate","branching_closed","attached","colonial",1.5,"brooder","hermaphrodite",14.66,22,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,"clear",NA,70.72,3902335.178
"470","Madracis pharensis","atlantic","both","digitate","attached","colonial",2.1,"brooder","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,"clear",1.5058058307947,70.72,5344528.923
"471","Madracis senaria","atlantic","zooxanthellate","encrusting","attached","colonial",1.8,"brooder","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,"clear",14.6777259205757,70.72,3559368.782
"472","Manicina areolata","atlantic","zooxanthellate","massive","both","colonial",15.1,"brooder","hermaphrodite",7.675,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.27451190177603,39.08,3876623.062
"473","Meandrina braziliensis","atlantic","zooxanthellate","massive","unattached","colonial",13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.83663021450853,48.74,5047706.253
"474","Meandrina meandrites","atlantic","zooxanthellate","submassive","attached","colonial",13.5,"spawner","gonochore",16.3,1.15125,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.468509200680406,48.74,4115022.212
"475","Merulina ampliata","pacific","zooxanthellate","laminar","attached","colonial",6.2,"spawner","hermaphrodite",NA,22.494,NA,312.5,NA,NA,NA,NA,NA,NA,NA,1.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,"common","clear",0.316264544597483,8.2575,62556885.535
"476","Merulina scabricula","pacific","zooxanthellate","laminar","attached","colonial",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",0.729374770256899,8.2575,45955453.445
"477","Merulina scheeri","pacific","zooxanthellate","digitate","attached","colonial",8.2,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.316264544597483,8.2575,1392779.304
"478","Merulina triangularis","pacific","zooxanthellate","branching_closed","attached","colonial",8.8,"spawner","hermaphrodite",266.666666666667,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,"uncommon","clear",0.934874755637964,8.2575,19982580.0075
"479","Micromussa amakusensis","pacific","zooxanthellate","encrusting","attached","colonial",11.5,"spawner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.21025625892351,102.76,33403492.44
"480","Micromussa diminuta","pacific","zooxanthellate","massive","attached","colonial",4,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.476073362607231,102.76,6343051.314
"481","Micromussa lordhowensis","pacific","zooxanthellate","massive","attached","colonial",13.5,"spawner","hermaphrodite",NA,NA,"no",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,"common","clear",2.37689533334583,102.76,35161005.97
"482","Micromussa minuta","pacific","zooxanthellate","massive","attached","colonial",6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.476073362607231,102.76,11398195.185
"483","Micromussa multipunctata","pacific","zooxanthellate","encrusting","attached","colonial",9.3,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",2.31846676655431,102.76,33540736.86
"484","Montastraea cavernosa","atlantic","zooxanthellate","massive","attached","colonial",10,NA,"gonochore",147.845,8.29044444444444,NA,NA,1.6,NA,NA,NA,NA,1.2125,NA,7.125,NA,NA,0.306666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",57.7118491325885,102.76,NA
"485","Montigyra kenti","pacific","zooxanthellate","massive","attached","colonial",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",1.66023556823798,NA,361743.551715
"486","Montipora aequituberculata","pacific","zooxanthellate","laminar","attached","colonial",0.9,"spawner","hermaphrodite",NA,NA,"yes",241,NA,NA,NA,0.170712371,0.6534580955,NA,6.092138908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",0.890109813261532,43.84,70441827.84
"487","Montipora altasepta","pacific","zooxanthellate","branching_open","attached","colonial",0.8,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",3.38115934779729,43.84,22922212.185
"488","Montipora angulata","pacific","zooxanthellate","branching_closed","attached","colonial",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","clear",0.564443926830362,43.84,36922878.185
"489","Montipora aspergillus","pacific","zooxanthellate","branching_closed","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.62097771716358,43.84,865959.4585
"490","Montipora australiensis","pacific","zooxanthellate","columnar","attached","colonial",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","clear",1.81709703271188,43.84,31394565.505
"491","Montipora cactus","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",1.2,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",2.90225166888166,43.84,7621145.313
"492","Montipora calcarea","pacific","zooxanthellate","digitate","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.08522903354912,43.84,24285424.49
"493","Montipora caliculata","pacific","zooxanthellate","massive","attached","colonial",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","both",1.75716129163281,43.84,44353288.67
"494","Montipora capitata","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",1,"spawner","hermaphrodite",NA,25.80875,NA,NA,NA,NA,NA,NA,NA,158.5,NA,11.37,7.4795,2.24,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","turbid",0.895759199865825,43.84,31778443.65
"495","Montipora capricornis","pacific","zooxanthellate","laminar","attached","colonial",1,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",7.4142215783668,43.84,25656790.89
"496","Montipora cebuensis","pacific","zooxanthellate","laminar","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.75508218634058,43.84,23584577.205
"497","Montipora circumvallata","pacific","zooxanthellate","digitate","attached","colonial",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",7.19426336761685,43.84,1815095.29555
"498","Montipora cocosensis","pacific","zooxanthellate","submassive","attached","colonial",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.99109912964704,43.84,11986863.046
"499","Montipora confusa","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",0.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",3.089294305402,43.84,10741972.9485
"500","Montipora corbettensis","pacific","zooxanthellate","digitate","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",2.16448021212482,43.84,24372055.735
"501","Montipora crassituberculata","pacific","zooxanthellate","laminar","attached","colonial",1.5,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.82455229649158,43.84,41313318.165
"502","Montipora cryptus","pacific","zooxanthellate","encrusting","attached","colonial",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.98069150555943,43.84,1992084.853
"503","Montipora danae","pacific","zooxanthellate","laminar","attached","colonial",1.4,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.80374663388974,43.84,59456513.705
"504","Montipora delicatula","pacific","zooxanthellate","laminar","attached","colonial",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",4.39148652461344,43.84,8126312.7525
"505","Montipora digitata","pacific","zooxanthellate","branching_open","attached","colonial",0.9,"spawner","hermaphrodite",NA,41.494,"yes",360,NA,2470000,NA,NA,NA,NA,NA,3.575,NA,2.35,NA,NA,NA,NA,5.25,NA,NA,NA,NA,360,NA,NA,NA,NA,"common","clear",3.49612734692218,43.84,51112312.94
"506","Montipora dilatata","pacific","zooxanthellate","digitate","attached","colonial",1.2,"spawner","hermaphrodite",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.25972066159257,43.84,2600052.061105
"507","Montipora efflorescens","pacific","zooxanthellate","massive","attached","colonial",1.2,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",3.38115934779729,43.84,65538451.8
"508","Montipora effusa","pacific","zooxanthellate","submassive","attached","colonial",0.8,NA,"hermaphrodite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","both",2.0058953550458,43.84,34677468.495
"509","Montipora flabellata","pacific","zooxanthellate","laminar","attached","colonial",0.5,"spawner","hermaphrodite",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.208979534305146,43.84,2620001.413915
"510","Montipora florida","pacific","zooxanthellate","laminar","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",5.50008128532912,43.84,8068333.9385
"511","Montipora floweri","pacific","zooxanthellate","submassive","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.88510785270358,43.84,52766224.72
"512","Montipora foliosa","pacific","zooxanthellate","laminar","attached","colonial",0.9,"spawner","hermaphrodite",NA,32.5,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.8243553772686,43.84,60680646.67
"513","Montipora foveolata","pacific","zooxanthellate","massive","attached","colonial",2.9,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","both",1.54157216636446,43.84,48783510.66
"514","Montipora friabilis","pacific","zooxanthellate","laminar","attached","colonial",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",1.56549869255629,43.84,21405634.045
"515","Montipora gaimardi","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",0.8,NA,"hermaphrodite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.584726906920558,43.84,6024585.0085
"516","Montipora grisea","pacific","zooxanthellate","massive","attached","colonial",1.2,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",2.00363272080359,43.84,48826886.025
"517","Montipora hemispherica","pacific","zooxanthellate","digitate","attached","colonial",0.9,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.76049664113708,43.84,780497.649
"518","Montipora hirsuta","pacific","zooxanthellate","branching_open","attached","colonial",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.66767343369862,43.84,8825659.184
"519","Montipora hispida","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",1.4,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","turbid",1.8243553772686,43.84,55976241.295
"520","Montipora hodgsoni","pacific","zooxanthellate","laminar","attached","colonial",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.84741837000339,43.84,9525143.0255
"521","Montipora hoffmeisteri","pacific","zooxanthellate","encrusting","attached","colonial",1.1,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","both",0.831847427057648,43.84,43631567.115
"522","Montipora incrassata","pacific","zooxanthellate","encrusting","attached","colonial",1.4,NA,"hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",7.19426336761685,43.84,39414734.88
"523","Montipora informis","pacific","zooxanthellate","massive","attached","colonial",1.3,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.75745477691065,43.84,61763138.265
"524","Montipora kellyi","pacific","zooxanthellate","branching_closed","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.03229583728031,43.84,163136.97552
"525","Montipora lobulata","pacific","zooxanthellate","submassive","attached","colonial",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.0969656005648,43.84,26431478.525
"526","Montipora mactanensis","pacific","zooxanthellate","digitate","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.74096893485878,43.84,8603387.2655
"527","Montipora malampaya","pacific","zooxanthellate","digitate","attached","colonial",0.7,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.76963825484056,43.84,7255218.2715
"528","Montipora meandrina","pacific","zooxanthellate","encrusting","attached","colonial",0.9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.0164361184979,43.84,7650729.648
"529","Montipora millepora","pacific","zooxanthellate","encrusting","attached","colonial",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",2.14909220294389,43.84,55313475.315
"530","Montipora mollis","pacific","zooxanthellate","massive","attached","colonial",0.9,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","turbid",0.791477334136243,43.84,64411281.99
"531","Montipora monasteriata","pacific","zooxanthellate","laminar","attached","colonial",1.1,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,1135200,NA,NA,NA,NA,NA,37.6,NA,5.33666666666667,0.82,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",2.31809167161678,43.84,58314531.625
"532","Montipora niugini","pacific","zooxanthellate","digitate","attached","colonial",0.7,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.95447948997486,43.84,11900471.5715
"533","Montipora nodosa","pacific","zooxanthellate","massive","attached","colonial",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.4958513766073,43.84,41875574.405
"534","Montipora orientalis","pacific","zooxanthellate","columnar","attached","colonial",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.1994640069699,43.84,14226991.8215
"535","Montipora pachytuberculata","pacific","zooxanthellate","branching_closed","attached","colonial",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.85279658010565,43.84,865959.4585
"536","Montipora palawanensis","pacific","zooxanthellate","laminar","attached","colonial",0.7,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.86281687333991,43.84,9358791.769
"537","Montipora patula","pacific","zooxanthellate","laminar","attached","colonial",0.7,"spawner","hermaphrodite",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.389369461956312,43.84,2750544.81461
"538","Montipora peltiformis","pacific","zooxanthellate","submassive","attached","colonial",0.9,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",3.3311220299643,43.84,55109994.53
"539","Montipora porites","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.74605818830187,43.84,10664013.0645
"540","Montipora samarensis","pacific","zooxanthellate","branching_open","attached","colonial",0.7,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",2.15550943654394,43.84,22376463.79
"541","Montipora saudii","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",0.8,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.34350986786718,43.84,912358.83825
"542","Montipora setosa","pacific","zooxanthellate","digitate","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.45941889016926,43.84,5194873.2005
"543","Montipora spongiosa","pacific","zooxanthellate","branching_closed","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.62334165958351,43.84,2624850.558
"544","Montipora spongodes","pacific","zooxanthellate","encrusting","attached","colonial",1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.792515212789016,43.84,48870615.27
"545","Montipora spumosa","pacific","zooxanthellate","encrusting","attached","colonial",0.9,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","both",1.96912575493654,43.84,58746324.995
"546","Montipora stellata","pacific","zooxanthellate","digitate","attached","colonial",0.9,"spawner","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","turbid",0.890109813261532,43.84,25246887.58
"547","Montipora stilosa","pacific","zooxanthellate","submassive","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.90774030626958,43.84,9775756.9125
"548","Montipora taiwanensis","pacific","zooxanthellate","submassive","attached","colonial",0.9,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.79293435215505,43.84,3176209.96
